TrackKey,TrackAltKey,TrackName,AlbumTitle,MediaType,Genre,Composer,Artist,Milliseconds,Bytes,UnitPrice
204,204,Talkin' 'Bout Women Obviously,The Best Of Buddy Guy - The Millenium Collection,MPEG audio file,Blues,Amos Blakemore/Buddy Guy,Buddy Guy,589531,19161377,0.99
205,205,Jorge Da Capadócia,Prenda Minha,MPEG audio file,Latin,Jorge Ben,Caetano Veloso,177397,5842196,0.99
206,206,Prenda Minha,Prenda Minha,MPEG audio file,Latin,Tradicional,Caetano Veloso,99369,3225364,0.99
207,207,Meditação,Prenda Minha,MPEG audio file,Latin,Tom Jobim - Newton Mendoça,Caetano Veloso,148793,4865597,0.99
208,208,Terra,Prenda Minha,MPEG audio file,Latin,Caetano Veloso,Caetano Veloso,482429,15889054,0.99
209,209,Eclipse Oculto,Prenda Minha,MPEG audio file,Latin,Caetano Veloso,Caetano Veloso,221936,7382703,0.99
210,210,"Texto ""Verdade Tropical""",Prenda Minha,MPEG audio file,Latin,Caetano Veloso,Caetano Veloso,84088,2752161,0.99
211,211,Bem Devagar,Prenda Minha,MPEG audio file,Latin,Gilberto Gil,Caetano Veloso,133172,4333651,0.99
212,212,Drão,Prenda Minha,MPEG audio file,Latin,Gilberto Gil,Caetano Veloso,156264,5065932,0.99
213,213,Saudosismo,Prenda Minha,MPEG audio file,Latin,Caetano Veloso,Caetano Veloso,144326,4726981,0.99
214,214,Carolina,Prenda Minha,MPEG audio file,Latin,Chico Buarque,Caetano Veloso,181812,5924159,0.99
215,215,Sozinho,Prenda Minha,MPEG audio file,Latin,Peninha,Caetano Veloso,190589,6253200,0.99
216,216,Esse Cara,Prenda Minha,MPEG audio file,Latin,Caetano Veloso,Caetano Veloso,223111,7217126,0.99
217,217,Mel,Prenda Minha,MPEG audio file,Latin,Caetano Veloso - Waly Salomão,Caetano Veloso,294765,9854062,0.99
218,218,Linha Do Equador,Prenda Minha,MPEG audio file,Latin,Caetano Veloso - Djavan,Caetano Veloso,299337,10003747,0.99
219,219,Odara,Prenda Minha,MPEG audio file,Latin,Caetano Veloso,Caetano Veloso,141270,4704104,0.99
220,220,A Luz De Tieta,Prenda Minha,MPEG audio file,Latin,Caetano Veloso,Caetano Veloso,251742,8507446,0.99
221,221,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,Prenda Minha,MPEG audio file,Latin,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,Caetano Veloso,307252,10364247,0.99
222,222,Vida Boa,Prenda Minha,MPEG audio file,Latin,Fausto Nilo - Armandinho,Caetano Veloso,281730,9411272,0.99
223,223,Sozinho (Hitmakers Classic Mix),Sozinho Remix Ao Vivo,MPEG audio file,Latin,,Caetano Veloso,436636,14462072,0.99
224,224,Sozinho (Hitmakers Classic Radio Edit),Sozinho Remix Ao Vivo,MPEG audio file,Latin,,Caetano Veloso,195004,6455134,0.99
225,225,Sozinho (Caêdrum 'n' Bass),Sozinho Remix Ao Vivo,MPEG audio file,Latin,,Caetano Veloso,328071,10975007,0.99
226,226,Carolina,Minha Historia,MPEG audio file,Latin,,Chico Buarque,163056,5375395,0.99
227,227,Essa Moça Ta Diferente,Minha Historia,MPEG audio file,Latin,,Chico Buarque,167235,5568574,0.99
228,228,Vai Passar,Minha Historia,MPEG audio file,Latin,,Chico Buarque,369763,12359161,0.99
229,229,Samba De Orly,Minha Historia,MPEG audio file,Latin,,Chico Buarque,162429,5431854,0.99
230,230,"Bye, Bye Brasil",Minha Historia,MPEG audio file,Latin,,Chico Buarque,283402,9499590,0.99
231,231,Atras Da Porta,Minha Historia,MPEG audio file,Latin,,Chico Buarque,189675,6132843,0.99
232,232,Tatuagem,Minha Historia,MPEG audio file,Latin,,Chico Buarque,172120,5645703,0.99
233,233,O Que Será (À Flor Da Terra),Minha Historia,MPEG audio file,Latin,,Chico Buarque,167288,5574848,0.99
234,234,Morena De Angola,Minha Historia,MPEG audio file,Latin,,Chico Buarque,186801,6373932,0.99
235,235,Apesar De Você,Minha Historia,MPEG audio file,Latin,,Chico Buarque,234501,7886937,0.99
236,236,A Banda,Minha Historia,MPEG audio file,Latin,,Chico Buarque,132493,4349539,0.99
237,237,Minha Historia,Minha Historia,MPEG audio file,Latin,,Chico Buarque,182256,6029673,0.99
238,238,Com Açúcar E Com Afeto,Minha Historia,MPEG audio file,Latin,,Chico Buarque,175386,5846442,0.99
239,239,Brejo Da Cruz,Minha Historia,MPEG audio file,Latin,,Chico Buarque,214099,7270749,0.99
240,240,Meu Caro Amigo,Minha Historia,MPEG audio file,Latin,,Chico Buarque,260257,8778172,0.99
241,241,Geni E O Zepelim,Minha Historia,MPEG audio file,Latin,,Chico Buarque,317570,10342226,0.99
242,242,Trocando Em Miúdos,Minha Historia,MPEG audio file,Latin,,Chico Buarque,169717,5461468,0.99
243,243,Vai Trabalhar Vagabundo,Minha Historia,MPEG audio file,Latin,,Chico Buarque,139154,4693941,0.99
244,244,Gota D'água,Minha Historia,MPEG audio file,Latin,,Chico Buarque,153208,5074189,0.99
245,245,Construção / Deus Lhe Pague,Minha Historia,MPEG audio file,Latin,,Chico Buarque,383059,12675305,0.99
246,246,Mateus Enter,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,33149,1103013,0.99
247,247,O Cidadão Do Mundo,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,200933,6724966,0.99
248,248,Etnia,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,152555,5061413,0.99
249,249,Quilombo Groove [Instrumental],Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,151823,5042447,0.99
250,250,Macô,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,249600,8253934,0.99
251,251,Um Passeio No Mundo Livre,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,240091,7984291,0.99
252,252,Samba Do Lado,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,227317,7541688,0.99
253,253,Maracatu Atômico,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,284264,9670057,0.99
254,254,O Encontro De Isaac Asimov Com Santos Dumont No Céu,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,99108,3240816,0.99
255,255,Corpo De Lama,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,232672,7714954,0.99
256,256,Sobremesa,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,240091,7960868,0.99
257,257,Manguetown,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,194560,6475159,0.99
258,258,Um Satélite Na Cabeça,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,126615,4272821,0.99
259,259,Baião Ambiental [Instrumental],Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,152659,5198539,0.99
260,260,Sangue De Bairro,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,132231,4415557,0.99
261,261,Enquanto O Mundo Explode,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,88764,2968650,0.99
262,262,Interlude Zumbi,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,71627,2408550,0.99
263,263,Criança De Domingo,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,208222,6984813,0.99
264,264,Amor De Muito,Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,175333,5881293,0.99
265,265,Samidarish [Instrumental],Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,272431,8911641,0.99
266,266,Maracatu Atômico [Atomic Version],Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,273084,9019677,0.99
267,267,Maracatu Atômico [Ragga Mix],Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,210155,6986421,0.99
268,268,Maracatu Atômico [Trip Hop],Afrociberdelia,MPEG audio file,Latin,Chico Science,Chico Science & Nação Zumbi,221492,7380787,0.99
269,269,Banditismo Por Uma Questa,Da Lama Ao Caos,MPEG audio file,Latin,,Chico Science & Nação Zumbi,307095,10251097,0.99
270,270,Banditismo Por Uma Questa,Da Lama Ao Caos,MPEG audio file,Latin,,Chico Science & Nação Zumbi,243644,8147224,0.99
271,271,Rios Pontes & Overdrives,Da Lama Ao Caos,MPEG audio file,Latin,,Chico Science & Nação Zumbi,286720,9659152,0.99
272,272,Cidade,Da Lama Ao Caos,MPEG audio file,Latin,,Chico Science & Nação Zumbi,216346,7241817,0.99
273,273,Praiera,Da Lama Ao Caos,MPEG audio file,Latin,,Chico Science & Nação Zumbi,183640,6172781,0.99
274,274,Samba Makossa,Da Lama Ao Caos,MPEG audio file,Latin,,Chico Science & Nação Zumbi,271856,9095410,0.99
275,275,Da Lama Ao Caos,Da Lama Ao Caos,MPEG audio file,Latin,,Chico Science & Nação Zumbi,251559,8378065,0.99
276,276,Maracatu De Tiro Certeiro,Da Lama Ao Caos,MPEG audio file,Latin,,Chico Science & Nação Zumbi,88868,2901397,0.99
277,277,Salustiano Song,Da Lama Ao Caos,MPEG audio file,Latin,,Chico Science & Nação Zumbi,215405,7183969,0.99
278,278,Antene Se,Da Lama Ao Caos,MPEG audio file,Latin,,Chico Science & Nação Zumbi,248372,8253618,0.99
279,279,Risoflora,Da Lama Ao Caos,MPEG audio file,Latin,,Chico Science & Nação Zumbi,105586,3536938,0.99
280,280,Lixo Do Mangue,Da Lama Ao Caos,MPEG audio file,Latin,,Chico Science & Nação Zumbi,193253,6534200,0.99
281,281,Computadores Fazem Arte,Da Lama Ao Caos,MPEG audio file,Latin,,Chico Science & Nação Zumbi,404323,13702771,0.99
282,282,Girassol,Acústico MTV [Live],MPEG audio file,Reggae,Bino Farias/Da Gama/Lazão/Pedro Luis/Toni Garrido,Cidade Negra,249808,8327676,0.99
283,283,A Sombra Da Maldade,Acústico MTV [Live],MPEG audio file,Reggae,Da Gama/Toni Garrido,Cidade Negra,230922,7697230,0.99
284,284,Johnny B. Goode,Acústico MTV [Live],MPEG audio file,Reggae,Chuck Berry,Cidade Negra,254615,8505985,0.99
285,285,Soldado Da Paz,Acústico MTV [Live],MPEG audio file,Reggae,Herbert Vianna,Cidade Negra,194220,6455080,0.99
286,286,Firmamento,Acústico MTV [Live],MPEG audio file,Reggae,Bino Farias/Da Gama/Henry Lawes/Lazão/Toni Garrido/Winston Foser-Vers,Cidade Negra,222145,7402658,0.99
287,287,Extra,Acústico MTV [Live],MPEG audio file,Reggae,Gilberto Gil,Cidade Negra,304352,10078050,0.99
288,288,O Erê,Acústico MTV [Live],MPEG audio file,Reggae,Bernardo Vilhena/Bino Farias/Da Gama/Lazão/Toni Garrido,Cidade Negra,236382,7866924,0.99
289,289,Podes Crer,Acústico MTV [Live],MPEG audio file,Reggae,Bino Farias/Da Gama/Lazão/Toni Garrido,Cidade Negra,232280,7747747,0.99
290,290,A Estrada,Acústico MTV [Live],MPEG audio file,Reggae,Bino Farias/Da Gama/Lazão/Toni Garrido,Cidade Negra,248842,8275673,0.99
291,291,Berlim,Acústico MTV [Live],MPEG audio file,Reggae,Da Gama/Toni Garrido,Cidade Negra,207542,6920424,0.99
292,292,Já Foi,Acústico MTV [Live],MPEG audio file,Reggae,Bino Farias/Da Gama/Lazão/Toni Garrido,Cidade Negra,221544,7388466,0.99
293,293,Onde Você Mora?,Acústico MTV [Live],MPEG audio file,Reggae,Marisa Monte/Nando Reis,Cidade Negra,256026,8502588,0.99
294,294,Pensamento,Acústico MTV [Live],MPEG audio file,Reggae,Bino Farias/Da Gamma/Lazão/Rás Bernard,Cidade Negra,173008,5748424,0.99
295,295,Conciliação,Acústico MTV [Live],MPEG audio file,Reggae,Da Gama/Lazão/Rás Bernardo,Cidade Negra,257619,8552474,0.99
296,296,Realidade Virtual,Acústico MTV [Live],MPEG audio file,Reggae,Bino Farias/Da Gama/Lazão/Toni Garrido,Cidade Negra,195239,6503533,0.99
297,297,Mensagem,Acústico MTV [Live],MPEG audio file,Reggae,Bino Farias/Da Gama/Lazão/Rás Bernardo,Cidade Negra,225332,7488852,0.99
298,298,A Cor Do Sol,Acústico MTV [Live],MPEG audio file,Reggae,Bernardo Vilhena/Da Gama/Lazão,Cidade Negra,231392,7663348,0.99
299,299,Onde Você Mora?,Cidade Negra - Hits,MPEG audio file,Reggae,Marisa Monte/Nando Reis,Cidade Negra,298396,10056970,0.99
300,300,O Erê,Cidade Negra - Hits,MPEG audio file,Reggae,Bernardo Vilhena/Bino/Da Gama/Lazao/Toni Garrido,Cidade Negra,206942,6950332,0.99
301,301,A Sombra Da Maldade,Cidade Negra - Hits,MPEG audio file,Reggae,Da Gama/Toni Garrido,Cidade Negra,285231,9544383,0.99
302,302,A Estrada,Cidade Negra - Hits,MPEG audio file,Reggae,Da Gama/Lazao/Toni Garrido,Cidade Negra,282174,9344477,0.99
303,303,Falar A Verdade,Cidade Negra - Hits,MPEG audio file,Reggae,Bino/Da Gama/Ras Bernardo,Cidade Negra,244950,8189093,0.99
304,304,Firmamento,Cidade Negra - Hits,MPEG audio file,Reggae,Harry Lawes/Winston Foster-Vers,Cidade Negra,225488,7507866,0.99
305,305,Pensamento,Cidade Negra - Hits,MPEG audio file,Reggae,Bino/Da Gama/Ras Bernardo,Cidade Negra,192391,6399761,0.99
306,306,Realidade Virtual,Cidade Negra - Hits,MPEG audio file,Reggae,Bino/Da Gamma/Lazao/Toni Garrido,Cidade Negra,240300,8069934,0.99
307,307,Doutor,Cidade Negra - Hits,MPEG audio file,Reggae,Bino/Da Gama/Toni Garrido,Cidade Negra,178155,5950952,0.99
308,308,Na Frente Da TV,Cidade Negra - Hits,MPEG audio file,Reggae,Bino/Da Gama/Lazao/Ras Bernardo,Cidade Negra,289750,9633659,0.99
309,309,Downtown,Cidade Negra - Hits,MPEG audio file,Reggae,Cidade Negra,Cidade Negra,239725,8024386,0.99
310,310,Sábado A Noite,Cidade Negra - Hits,MPEG audio file,Reggae,Lulu Santos,Cidade Negra,267363,8895073,0.99
311,311,A Cor Do Sol,Cidade Negra - Hits,MPEG audio file,Reggae,Bernardo Vilhena/Da Gama/Lazao,Cidade Negra,273031,9142937,0.99
312,312,Eu Também Quero Beijar,Cidade Negra - Hits,MPEG audio file,Reggae,Fausto Nilo/Moraes Moreira/Pepeu Gomes,Cidade Negra,211147,7029400,0.99
313,313,Noite Do Prazer,Na Pista,MPEG audio file,Latin,,Cláudio Zoli,311353,10309980,0.99
314,314,À Francesa,Na Pista,MPEG audio file,Latin,,Cláudio Zoli,244532,8150846,0.99
315,315,Cada Um Cada Um (A Namoradeira),Na Pista,MPEG audio file,Latin,,Cláudio Zoli,253492,8441034,0.99
316,316,Linha Do Equador,Na Pista,MPEG audio file,Latin,,Cláudio Zoli,244715,8123466,0.99
317,317,Amor Demais,Na Pista,MPEG audio file,Latin,,Cláudio Zoli,254040,8420093,0.99
318,318,Férias,Na Pista,MPEG audio file,Latin,,Cláudio Zoli,264202,8731945,0.99
319,319,Gostava Tanto De Você,Na Pista,MPEG audio file,Latin,,Cláudio Zoli,230452,7685326,0.99
320,320,Flor Do Futuro,Na Pista,MPEG audio file,Latin,,Cláudio Zoli,275748,9205941,0.99
321,321,Felicidade Urgente,Na Pista,MPEG audio file,Latin,,Cláudio Zoli,266605,8873358,0.99
322,322,Livre Pra Viver,Na Pista,MPEG audio file,Latin,,Cláudio Zoli,214595,7111596,0.99
323,323,"Dig-Dig, Lambe-Lambe (Ao Vivo)",Axé Bahia 2001,MPEG audio file,Pop,Cassiano Costa/Cintia Maviane/J.F./Lucas Costa,Various Artists,205479,6892516,0.99
324,324,Pererê,Axé Bahia 2001,MPEG audio file,Pop,Augusto Conceição/Chiclete Com Banana,Various Artists,198661,6643207,0.99
325,325,TriboTchan,Axé Bahia 2001,MPEG audio file,Pop,Cal Adan/Paulo Levi,Various Artists,194194,6507950,0.99
326,326,"Tapa Aqui, Descobre Ali",Axé Bahia 2001,MPEG audio file,Pop,Paulo Levi/W. Rangel,Various Artists,188630,6327391,0.99
327,327,Daniela,Axé Bahia 2001,MPEG audio file,Pop,Jorge Cardoso/Pierre Onasis,Various Artists,230791,7748006,0.99
328,328,Bate Lata,Axé Bahia 2001,MPEG audio file,Pop,Fábio Nolasco/Gal Sales/Ivan Brasil,Various Artists,206733,7034985,0.99
329,329,Garotas do Brasil,Axé Bahia 2001,MPEG audio file,Pop,"Garay, Ricardo Engels/Luca Predabom/Ludwig, Carlos Henrique/Maurício Vieira",Various Artists,210155,6973625,0.99
330,330,Levada do Amor (Ailoviu),Axé Bahia 2001,MPEG audio file,Pop,Luiz Wanderley/Paulo Levi,Various Artists,190093,6457752,0.99
331,331,Lavadeira,Axé Bahia 2001,MPEG audio file,Pop,"Do Vale, Valverde/Gal Oliveira/Luciano Pinto",Various Artists,214256,7254147,0.99
332,332,Reboladeira,Axé Bahia 2001,MPEG audio file,Pop,Cal Adan/Ferrugem/Julinho Carioca/Tríona Ní Dhomhnaill,Various Artists,210599,7027525,0.99
333,333,É que Nessa Encarnação Eu Nasci Manga,Axé Bahia 2001,MPEG audio file,Pop,Lucina/Luli,Various Artists,196519,6568081,0.99
334,334,Reggae Tchan,Axé Bahia 2001,MPEG audio file,Pop,"Cal Adan/Del Rey, Tension/Edu Casanova",Various Artists,206654,6931328,0.99
335,335,My Love,Axé Bahia 2001,MPEG audio file,Pop,Jauperi/Zeu Góes,Various Artists,203493,6772813,0.99
336,336,Latinha de Cerveja,Axé Bahia 2001,MPEG audio file,Pop,Adriano Bernandes/Edmar Neves,Various Artists,166687,5532564,0.99
337,337,You Shook Me,BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,J B Lenoir/Willie Dixon,Led Zeppelin,315951,10249958,0.99
338,338,I Can't Quit You Baby,BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,Willie Dixon,Led Zeppelin,263836,8581414,0.99
339,339,Communication Breakdown,BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,Jimmy Page/John Bonham/John Paul Jones,Led Zeppelin,192653,6287257,0.99
340,340,Dazed and Confused,BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,Jimmy Page,Led Zeppelin,401920,13035765,0.99
341,341,The Girl I Love She Got Long Black Wavy Hair,BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,Jimmy Page/John Bonham/John Estes/John Paul Jones/Robert Plant,Led Zeppelin,183327,5995686,0.99
342,342,What is and Should Never Be,BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,Jimmy Page/Robert Plant,Led Zeppelin,260675,8497116,0.99
343,343,Communication Breakdown(2),BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,Jimmy Page/John Bonham/John Paul Jones,Led Zeppelin,161149,5261022,0.99
344,344,Travelling Riverside Blues,BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,Jimmy Page/Robert Johnson/Robert Plant,Led Zeppelin,312032,10232581,0.99
345,345,Whole Lotta Love,BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,Jimmy Page/John Bonham/John Paul Jones/Robert Plant/Willie Dixon,Led Zeppelin,373394,12258175,0.99
346,346,Somethin' Else,BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,Bob Cochran/Sharon Sheeley,Led Zeppelin,127869,4165650,0.99
347,347,Communication Breakdown(3),BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,Jimmy Page/John Bonham/John Paul Jones,Led Zeppelin,185260,6041133,0.99
348,348,I Can't Quit You Baby(2),BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,Willie Dixon,Led Zeppelin,380551,12377615,0.99
349,349,You Shook Me(2),BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,J B Lenoir/Willie Dixon,Led Zeppelin,619467,20138673,0.99
350,350,How Many More Times,BBC Sessions [Disc 1] [Live],MPEG audio file,Rock,Chester Burnett/Jimmy Page/John Bonham/John Paul Jones/Robert Plant,Led Zeppelin,711836,23092953,0.99
351,351,Debra Kadabra,Bongo Fury,MPEG audio file,Rock,Frank Zappa,Frank Zappa & Captain Beefheart,234553,7649679,0.99
352,352,Carolina Hard-Core Ecstasy,Bongo Fury,MPEG audio file,Rock,Frank Zappa,Frank Zappa & Captain Beefheart,359680,11731061,0.99
353,353,Sam With The Showing Scalp Flat Top,Bongo Fury,MPEG audio file,Rock,Don Van Vliet,Frank Zappa & Captain Beefheart,171284,5572993,0.99
354,354,Poofter's Froth Wyoming Plans Ahead,Bongo Fury,MPEG audio file,Rock,Frank Zappa,Frank Zappa & Captain Beefheart,183902,6007019,0.99
355,355,200 Years Old,Bongo Fury,MPEG audio file,Rock,Frank Zappa,Frank Zappa & Captain Beefheart,272561,8912465,0.99
356,356,Cucamonga,Bongo Fury,MPEG audio file,Rock,Frank Zappa,Frank Zappa & Captain Beefheart,144483,4728586,0.99
357,357,Advance Romance,Bongo Fury,MPEG audio file,Rock,Frank Zappa,Frank Zappa & Captain Beefheart,677694,22080051,0.99
358,358,Man With The Woman Head,Bongo Fury,MPEG audio file,Rock,Don Van Vliet,Frank Zappa & Captain Beefheart,88894,2922044,0.99
359,359,Muffin Man,Bongo Fury,MPEG audio file,Rock,Frank Zappa,Frank Zappa & Captain Beefheart,332878,10891682,0.99
360,360,Vai-Vai 2001,Carnaval 2001,MPEG audio file,Soundtrack,,Various Artists,276349,9402241,0.99
361,361,X-9 2001,Carnaval 2001,MPEG audio file,Soundtrack,,Various Artists,273920,9310370,0.99
362,362,Gavioes 2001,Carnaval 2001,MPEG audio file,Soundtrack,,Various Artists,282723,9616640,0.99
363,363,Nene 2001,Carnaval 2001,MPEG audio file,Soundtrack,,Various Artists,284969,9694508,0.99
364,364,Rosas De Ouro 2001,Carnaval 2001,MPEG audio file,Soundtrack,,Various Artists,284342,9721084,0.99
365,365,Mocidade Alegre 2001,Carnaval 2001,MPEG audio file,Soundtrack,,Various Artists,282488,9599937,0.99
366,366,Camisa Verde 2001,Carnaval 2001,MPEG audio file,Soundtrack,,Various Artists,283454,9633755,0.99
367,367,Leandro De Itaquera 2001,Carnaval 2001,MPEG audio file,Soundtrack,,Various Artists,274808,9451845,0.99
368,368,Tucuruvi 2001,Carnaval 2001,MPEG audio file,Soundtrack,,Various Artists,287921,9883335,0.99
369,369,Aguia De Ouro 2001,Carnaval 2001,MPEG audio file,Soundtrack,,Various Artists,284160,9698729,0.99
370,370,Ipiranga 2001,Carnaval 2001,MPEG audio file,Soundtrack,,Various Artists,248293,8522591,0.99
